cell_id,x,y,z,cell_type,volume,activation_level,miR_455_3p_level,miR_148a_5p_level,alpha_SMA_production,collagen_I_production,exosome_uptake_rate,last_exosome_uptake,miR_455_3p_effect,miR_148a_5p_effect,synergy_factor,cell_cycle_phase,stress_level,metabolic_activity,receptor_density,endosome_count,lysosome_count,mitochondria_activity,ER_stress,autophagy_level,senescence_markers,surface_receptor_count,internalized_receptor_count,vesicle_count,secretory_vesicle_count,actin_polymerization,stress_fiber_density,cell_stiffness,migration_speed,protrusion_activity,TGF_pathway_activity,PDGF_pathway_activity,apoptosis_pathway_activity,proliferation_signal
0,-67.58480636721174,-24.673940519481736,-152.50625894812282,0,3769.0318308061424,0.1918195405092158,0.34353678799059545,0.0,0.3459817461874808,0.959097702546079,0.48874227029072126,2160,0.7745395585943586,0.0,1.0,0.0,0.23325294968458238,0.5964646399799267,120.89044423464348,7.435367879905955,19,0.41596407059680274,0.13050794487335599,0.06997588490537471,0.0,97.83210273577006,23.058341498873418,13,7,0.2966803679430825,0.12188347899858379,0.6828252184978757,0.20426178404068737,0.30639267606103104,0.19606853195977988,0.4250718500083181,0.0895269293388619,0.7084530833471968
1,-79.56343302290868,-84.7889190791927,-152.71164171092622,0,4346.840310033913,0.17987103356758807,0.47315874180076617,0.0,0.25105929014006034,0.8993551678379403,0.32237912338223423,2160,0.8255282651961005,0.0,1.0,0.0,0.3772348917915924,0.5177745975030205,67.72708076901445,7.731587418007662,14,0.48391021492649927,0.11504144579780007,0.11317046753747773,0.0,51.093822452178,16.633258316836443,13,6,0.3137972789348862,0.005543829920729992,0.508315744881095,0.17917004339883513,0.2687550650982527,0.3153399317626024,0.40308455373382257,0.14190473602697343,0.671807589556371
2,142.37797219674357,257.2738791146727,-134.4950831440247,0,4510.686375445213,0.1927863965594359,0.4592654619808021,0.0,0.27577085969389414,0.9639319827971795,0.29137880530117155,2160,0.8211940361097559,0.0,1.0,0.0,0.5892550880631124,0.32968904631050083,75.42440823199635,8.592654619808021,17,0.2988247731146798,0.12397028424910736,0.17677652641893374,0.0,57.06308279443031,18.361325437566045,15,6,0.19300754676550008,0.2277058721530703,0.8415588082296055,0.1128077495572048,0.1692116243358072,0.01309772159966266,0.3191872792131749,0.2220436294218427,0.5319787986886249
3,82.41668409210429,90.25260041092963,-172.16277376430028,0,4408.923823257688,0.21419432055592638,0.249828220108053,0.0,0.4898274255627915,1.0709716027796319,0.5489499404141167,2160,0.7141454169446004,0.0,1.0,1.1294099193166045,0.39319165332372435,0.4991021030292595,93.74120595178479,5.49828220108053,18,0.4165615678076057,0.15607990283424233,0.1179574959971173,0.0,66.33447514204605,27.40673080973874,11,6,0.3294679175973254,0.26425228038629783,0.8963784205794467,0.16756939045778796,0.25135408568668194,0.044515332751853404,0.39576384146703664,0.15447642408156098,0.6596064024450611
4,-30.73287782228342,-96.55705064315254,-144.19397778102297,0,4965.411172250567,0.18991707573225358,0.3704111432504983,0.0,0.3229805729854847,0.9495853786612679,0.5068372246944162,2160,0.7874200017690715,0.0,1.0,1.7765367877585008,0.18076091531831368,0.5746527091933643,105.84378127088807,7.704111432504983,14,0.3210377785108671,0.12725659516467527,0.0542282745954941,0.0,92.98263483972056,12.861146431167509,12,5,0.21026064809434003,0.06486110965323802,0.597291664479857,0.19712017504985946,0.2956802625747892,0.08045877954898634,0.41239799301105884,0.06903024362019801,0.6873299883517647
5,-61.06467927789909,-71.05369894290094,-156.16092616126642,0,4449.422510447149,0.17962563041183607,0.4602452679357789,0.0,0.256495703852944,0.8981281520591804,0.4695546677621063,2160,0.8215067476277854,0.0,1.0,0.0,0.062290281184569585,0.5992005210595011,122.23045481006547,7.602452679357789,13,0.4210199947015889,0.11546238559121244,0.018687084355370875,0.0,101.83810610679545,20.392348703270017,18,8,0.21740722637036292,0.0,0.5,0.2073906770222764,0.3110860155334146,0.07510234526444536,0.413488015401008,0.02346935764657139,0.6891466923350134
6,-275.2856741120978,-138.65497202619122,-157.77978234237276,0,4337.755120908841,0.18323858866113324,0.5946047209943865,0.0,0.21104214598347254,0.9161929433056661,0.4265637347103937,2160,0.8560332272765994,0.0,1.0,0.0,0.7477776623002436,0.2938360916919555,127.21876707676628,6.946047209943865,16,0.25403373854986216,0.11272350892891388,0.22433329869007307,0.009230367767922345,101.90683734188647,25.311929734879804,19,9,0.2679821449307891,0.150294217026119,0.7254413255391785,0.10138180345498103,0.15207270518247154,0.005721865277967225,0.306924357422602,0.2778704523184875,0.5115405957043366
7,-76.51933212190544,115.41050418742752,-180.0,0,4587.504703757149,0.18207931166242058,0.4735202296113355,0.0,0.2539813624859406,0.910396558312103,0.42311629518055804,2160,0.8256382341251184,0.0,1.0,0.0,0.35323733791924805,0.48470759080244835,97.07639794361602,10.735202296113355,11,0.47130296124979953,0.11643779207980436,0.10597120137577441,0.0,88.85999517566917,8.216402767946851,16,8,0.26131252230738183,0.33840595766314396,1.0076089364947158,0.16740646897372136,0.25110970346058203,0.1564070508285429,0.3859558275796883,0.1328717311736182,0.6432597126328139
8,159.00195193681992,7.327403569441185,-149.21848687904202,0,5107.050142739205,0.2080982261295037,0.28702795150154314,0.0,0.43014614385787886,1.0404911306475186,0.7715219605306618,2160,0.7416207289110971,0.0,1.0,0.0,0.5323391544954728,0.44861069175931556,128.15008902901963,9.870279515015431,14,0.4058149541819937,0.14706372745053975,0.15970174634864182,0.0,96.89300509688366,31.25708393213597,9,12,0.3330516630185209,0.06726905219129364,0.6009035782869405,0.1514377499503733,0.22715662492555994,0.08905152738636529,0.3826363442254202,0.20695051448000892,0.6377272403757004
9,214.28787802044366,83.91328515545499,-157.56003793342725,0,5170.285923104524,0.19504317099286697,0.40496550181739027,0.0,0.3090003895963572,0.9752158549643348,0.5952343108015266,2160,0.8019666697227906,0.0,1.0,0.0,0.4445606815055936,0.3919796034104782,91.55938040625391,8.049655018173903,14,0.34205817504064345,0.1284216244560692,0.13336820445167807,0.0,78.60579090754642,12.953589498707489,17,8,0.29032958081667665,0.08110639743303415,0.6216595961495512,0.13385595792007945,0.2007839368801192,0.2269713070973745,0.34563365504835236,0.16880191336728653,0.5760560917472539
