x,y,z,TGF_beta1,exosomes,alpha_SMA,collagen_I,PDGF,VEGF,IL1_beta,TNF_alpha,oxygen,glucose,lactate,ATP
-400,0,-200,6.79599695091799,42.523154229859536,0.0,0.0,1.3928010056321773,1.8,0.35,0.37,0.2,0.4,0.7,0.264
-400,0,-180,8.325850510195778,66.62667040202389,0.0,0.0,1.3497686190655345,1.76,0.35,0.37,0.2,0.41000000000000003,0.69,0.26560000000000006
-400,0,-160,7.932748988938904,77.80587592100021,0.0,0.0,1.376963617930808,1.7200000000000002,0.35,0.37,0.2,0.42000000000000004,0.68,0.26720000000000005
-400,0,-140,6.905828902430574,73.1279018332011,0.0,0.0,1.277634602141832,1.6800000000000002,0.35,0.37,0.2,0.43000000000000005,0.67,0.26880000000000004
-400,0,-120,6.737184884267362,92.73334660400933,0.0,0.0,1.2438560065382405,1.6400000000000001,0.35,0.37,0.2,0.44000000000000006,0.66,0.27040000000000003
-400,0,-100,8.503496632475061,102.779613938869,0.0,0.0,1.209547737856141,1.6,0.35,0.37,0.2,0.45,0.65,0.272
-400,0,-80,8.00517983441211,3.50804988348193,0.0,0.0,1.1949217989359073,1.56,0.35,0.37,0.2,0.46,0.64,0.2736
-400,0,-60,7.458569978638054,3.554926570811406,0.0,0.0,1.2447688584389656,1.52,0.35,0.37,0.2,0.47000000000000003,0.63,0.2752
-400,0,-40,8.883423242988288,5.03849094932027,0.0,0.0,1.3053129217599178,1.48,0.35,0.37,0.2,0.48000000000000004,0.62,0.27680000000000005
-400,0,-20,7.3148325998052925,5.7793884007606335,0.0,0.0,1.1361803393022227,1.44,0.35,0.37,0.2,0.49000000000000005,0.61,0.27840000000000004
-400,0,0,7.358884150891491,6.013505442862287,0.0,0.0,1.3719799272965154,1.4,0.35,0.37,0.2,0.5,0.6,0.28
-400,0,20,7.820454400264104,7.370207241167876,0.0,0.0,1.2056539544985232,1.3599999999999999,0.35,0.37,0.2,0.51,0.59,0.2816
-400,0,40,6.56092076169537,8.252055433204722,0.0,0.0,1.2520450760224073,1.32,0.35,0.37,0.2,0.52,0.5800000000000001,0.2832
-400,0,60,7.162464173299304,10.72490391442537,0.0,0.0,1.360730559359376,1.28,0.35,0.37,0.2,0.53,0.57,0.28480000000000005
-400,0,80,8.293218227530435,12.17675922404428,0.0,0.0,1.3841703036660986,1.24,0.35,0.37,0.2,0.54,0.56,0.28640000000000004
-400,0,100,8.080369650273866,20.350376273623432,0.0,0.0,1.1705967720830408,1.2,0.35,0.37,0.2,0.55,0.55,0.28800000000000003
-400,0,120,7.927533374809919,22.048738241790023,0.0,0.0,1.137127987341331,1.16,0.35,0.37,0.52,0.56,0.37999999999999995,0.43296
-400,0,140,6.786815196375621,24.044512866301172,0.0,0.0,1.1615606245399954,1.12,0.35,0.37,0.8400000000000001,0.5700000000000001,0.20999999999999996,0.5830400000000001
-400,0,160,7.429841938915905,35.049353706134994,0.0,0.0,1.1734745652830239,1.08,0.35,0.37,0.8400000000000001,0.5800000000000001,0.19999999999999996,0.5897600000000001
-400,0,180,7.63680151633059,37.94511892466269,0.0,0.0,1.258117537923955,1.04,0.35,0.37,0.52,0.5900000000000001,0.35,0.44544000000000006
-380,-120,-200,7.855528597105581,40.301608689133225,0.0,0.0,1.2548685996668378,1.8,0.35,0.37,0.2022542346448618,0.40150282309657453,0.6988728826775692,0.2649645169545192
-380,-120,-180,7.087082336729555,54.22279858876062,0.0,0.0,1.1643841488352833,1.76,0.35,0.37,0.2022542346448618,0.41150282309657454,0.6888728826775692,0.26658255083167814
-380,-120,-160,8.359400674398179,63.30109451360183,0.0,0.0,1.385902010109059,1.7200000000000002,0.35,0.37,0.2022542346448618,0.42150282309657455,0.6788728826775692,0.268200584708837
-380,-120,-140,9.419908165938356,74.27493464090414,0.0,0.0,1.1337542600082111,1.6800000000000002,0.35,0.37,0.2022542346448618,0.4315028230965745,0.6688728826775692,0.26981861858599593
-380,-120,-120,8.260578522125657,77.64689787200479,0.0,0.0,1.376481933741813,1.6400000000000001,0.35,0.37,0.2022542346448618,0.4415028230965745,0.6588728826775692,0.2714366524631548
-380,-120,-100,7.239756814817941,97.72294607682726,0.0,0.0,1.1665563796640723,1.6,0.35,0.37,0.2022542346448618,0.4515028230965745,0.6488728826775692,0.2730546863403137
-380,-120,-80,7.15203741801535,3.5480881565174847,0.0,0.0,1.3898760945865716,1.56,0.35,0.37,0.2022542346448618,0.46150282309657453,0.6388728826775691,0.2746727202174726
-380,-120,-60,7.409633720972893,3.868108638328796,0.0,0.0,1.3993854290257186,1.52,0.35,0.37,0.2022542346448618,0.47150282309657454,0.6288728826775691,0.2762907540946315
-380,-120,-40,7.4729582987017125,4.035761178989944,0.0,0.0,1.2300412628443398,1.48,0.35,0.37,0.2022542346448618,0.48150282309657455,0.6188728826775691,0.2779087879717904
-380,-120,-20,8.466631708347043,5.734714690936482,0.0,0.0,1.3418181928092177,1.44,0.35,0.37,0.2022542346448618,0.49150282309657456,0.6088728826775691,0.2795268218489493
-380,-120,0,6.502913921995432,6.890449129870706,0.0,0.0,1.3680318430208263,1.4,0.35,0.37,0.2022542346448618,0.5015028230965746,0.5988728826775691,0.2811448557261082
-380,-120,20,8.117702034721546,7.408153420295466,0.0,0.0,1.3426331524416661,1.3599999999999999,0.35,0.37,0.2022542346448618,0.5115028230965746,0.5888728826775691,0.28276288960326706
-380,-120,40,7.547464805776068,10.977094472313782,0.0,0.0,1.2426852595768227,1.32,0.35,0.37,0.2022542346448618,0.5215028230965746,0.5788728826775691,0.284380923480426
-380,-120,60,7.552498749940545,12.227349170009733,0.0,0.0,1.1488397636776777,1.28,0.35,0.37,0.2022542346448618,0.5315028230965746,0.5688728826775691,0.28599895735758485
-380,-120,80,7.332521580328096,16.594029870928505,0.0,0.0,1.2932623070221567,1.24,0.35,0.37,0.2022542346448618,0.5415028230965745,0.5588728826775692,0.28761699123474377
-380,-120,100,7.604431425664705,19.637035769320555,0.0,0.0,1.390268782507716,1.2,0.35,0.37,0.2022542346448618,0.5515028230965746,0.5488728826775692,0.2892350251119027
-380,-120,120,7.7740780551518505,22.583779670887175,0.0,0.0,1.3379212857694356,1.16,0.35,0.37,0.5222542346448618,0.5615028230965746,0.3788728826775691,0.43459778170178465
-380,-120,140,6.696603878041335,30.300429628389345,0.0,0.0,1.3460994598764138,1.12,0.35,0.37,0.8422542346448618,0.5715028230965745,0.2088728826775691,0.5850805382916666
-380,-120,160,7.209944349525482,38.00847661670752,0.0,0.0,1.3776307177932956,1.08,0.35,0.37,0.8422542346448618,0.5815028230965745,0.19887288267756908,0.5918185721688255
-380,-120,180,6.945289526298202,48.10719265998324,0.0,0.0,1.3852008758094323,1.04,0.35,0.37,0.5222542346448618,0.5915028230965745,0.3488728826775691,0.4471318833332613
-380,-100,-200,7.557942120029274,53.285385021389565,0.0,0.0,1.3727194236859703,1.8,0.35,0.37,0.21059351886834501,0.40706234591223,0.6947032405658276,0.268579753459568
