cell_id,x,y,z,cell_type,volume,activation_level,miR_455_3p_level,miR_148a_5p_level,alpha_SMA_production,collagen_I_production,exosome_uptake_rate,last_exosome_uptake,miR_455_3p_effect,miR_148a_5p_effect,synergy_factor,cell_cycle_phase,stress_level,metabolic_activity,receptor_density,endosome_count,lysosome_count,mitochondria_activity,ER_stress,autophagy_level,senescence_markers,surface_receptor_count,internalized_receptor_count,vesicle_count,secretory_vesicle_count,actin_polymerization,stress_fiber_density,cell_stiffness,migration_speed,protrusion_activity,TGF_pathway_activity,PDGF_pathway_activity,apoptosis_pathway_activity,proliferation_signal
0,-137.3688908167721,-35.02033005253222,-137.22448571060426,0,4394.630744581596,0.2064899729184605,0.0,0.4876643185385184,1.651919783347684,0.17568700906666174,0.26066699532967186,2880,0.0,0.8298348277317682,1.0,0.0,0.19027119910523052,0.5288959558603524,107.95508190918025,3.0,20,0.4394788447261383,0.18276067924143458,0.05708135973156915,0.0,91.0513103544545,16.903771554725743,8,6,0.3615361979380569,0.2672374908932936,0.9008562363399404,0.17879486886345475,0.2681923032951821,0.25248721830716947,0.3939520021046153,0.07145154939284437,0.6565866701743588
1,-11.265400037137306,62.44779216644175,-141.8164155084638,0,4634.030047540025,0.23926875535039882,0.0,0.2501228618519841,1.9141500428031906,0.34169256198349984,0.6190812969489731,2880,0.0,0.7143859744803656,1.0,0.0,0.3308124529787164,0.5938163582340351,97.07265941945225,6.0,15,0.5404080606944418,0.22558426047866903,0.09924373589361492,0.0,83.80967527397522,13.26298414547703,3,9,0.2403784381691454,0.3129138107454825,0.9693707161182238,0.19490203301120482,0.29235304951680724,0.26030820014234923,0.4316806955313059,0.12995706000064214,0.7194678258855098
2,-87.43418584269249,-26.068310513494257,-161.19083539612373,0,5007.712756763238,0.23048470179261465,0.0,0.2998073708323183,1.8438776143409172,0.28824468807665055,0.2909328351665129,2880,0.0,0.7498795487641456,1.0,0.0,0.23476832700989736,0.5678689185001485,88.52653250164924,4.0,20,0.4196537449361644,0.21321223024175678,0.07043049810296921,0.0,72.2454945290898,16.281037972559446,8,9,0.2528636829241647,0.18268303641467581,0.7740245546220137,0.18788203789871902,0.2818230568480785,0.19842649405358997,0.4135694662761367,0.0909769684366044,0.6892824437935612
3,33.24088271806564,-148.02850110896435,-134.7214430929229,0,4597.802051063846,0.21081533809093894,0.0,0.45349656214014117,1.6865227047275115,0.19043960930471163,0.5411402729254566,2880,0.0,0.8193304044864496,1.0,0.0,0.3831230566926007,0.48701941553715006,90.66756859478542,3.0,15,0.39961734620959316,0.1876962314032223,0.1149369170077802,0.0,65.9191999026829,24.74836869210251,9,6,0.2682571655232427,0.14146838370472695,0.7122025755570904,0.1640064173918653,0.24600962608779797,0.032594500257423026,0.38958882828348823,0.14447587299509534,0.6493147138058137
4,-175.80772295260743,-179.5406531318205,-149.86884103825562,0,4943.541679092008,0.2305923649297036,0.0,0.37035430244870554,1.844738919437629,0.2451262417811634,0.5861825052717397,2880,0.0,0.7873943121612977,1.0,0.0,0.5320857772953305,0.36518017420182813,99.46875047778659,4.0,17,0.1676135555138,0.2089865161218792,0.15962573318859913,0.0,68.14375461425388,31.324995863532703,5,8,0.3055366251993805,0.15052163598455648,0.7257824539768347,0.12080974168233904,0.18121461252350857,0.0881458653003763,0.3368943711139772,0.2031986914540253,0.5614906185232953
5,-165.9004436832773,20.605013339173887,-120.0,0,4769.43316316166,0.20768223424759835,0.0,0.49002746484523596,1.6614578739807868,0.17599370082041285,0.6351110437781099,2880,0.0,0.8305163641386932,1.0,0.0,0.465200973448168,0.46434379883116067,80.9311018915304,3.0,13,0.466246868797116,0.18374515748011996,0.1395602920344504,0.0,66.20587576165973,14.725226129870682,9,10,0.28953694730232965,0.07886745286695723,0.6183011793004358,0.15680673225238245,0.23521009837857368,0.09581755391124237,0.3852483110963674,0.17464693356479102,0.6420805184939458
6,94.51056384542679,-313.2358755053048,-151.4520634787746,0,4352.407039349342,0.23141165282124782,0.0,0.4057873730030293,1.8512932225699825,0.22876377028481282,0.5338763641025691,2880,0.0,0.8022884608481495,1.0,1.4103939867712014,0.8245830723041425,0.27482201925167854,87.57974923111908,3.0,15,0.1957799208467618,0.20800569928547952,0.24737492169124276,0.0,67.23296585205651,20.34678337906258,8,10,0.2876708234235541,0.08954683461546782,0.6343202519232017,0.0908497023886603,0.13627455358299045,0.15299688119443794,0.2989675154662945,0.3130585135640219,0.4982791924438242
7,8.925886684969404,66.89482902221894,-177.5792753193148,0,4121.4105994139845,0.20673568468634484,0.0,0.4429299300252184,1.6538854774907588,0.1903889187659467,0.5385597378740347,2880,0.0,0.815814169619724,1.0,0.0,0.23692330232209455,0.5875069185203986,92.64019501283705,7.0,13,0.30634335306119564,0.18442743962567054,0.07107699069662836,0.0,72.27512413681198,20.365070876025072,9,9,0.2185318344763688,0.22572966975662043,0.8385945046349306,0.1985651738906757,0.29784776083601355,0.09215002009260594,0.42163825173015873,0.08946884308892791,0.7027304195502646
8,166.39890573320594,186.60715559243502,-150.89613217372084,0,4866.316491359538,0.21230627613998296,0.0,0.5175127920228523,1.6984502091198637,0.17190435476203547,0.6747169410758435,2880,0.0,0.8380600348821612,1.0,0.0,0.6268262381356868,0.35347445535426786,96.79068340587398,5.0,16,0.4527920610729373,0.1870354563881899,0.18804787144070603,0.0,78.47520557490111,18.31547783097286,6,11,0.24260812886321723,0.03328588588324716,0.5499288288248707,0.11887632854364517,0.17831449281546777,0.2920924489107302,0.33728765264099086,0.23461541621828627,0.5621460877349848
9,61.743962891102,52.06222237062429,-134.10297467649374,0,5335.77855708363,0.20359791523325818,0.0,0.4687140751904898,1.6287833218660654,0.17899848457686168,0.6335241720336825,2880,0.0,0.8241647176280891,1.0,0.0,0.16881685521094042,0.6080386862974143,82.40315972882678,4.0,12,0.6243724753943733,0.1807781806442927,0.05064505656328212,0.0,65.26628262137784,17.13687710744894,8,7,0.20837595178222074,0.12062492204044267,0.680937383060664,0.20607685184556893,0.3091152777683534,0.2580868711698118,0.42484874797791616,0.0635384932346022,0.7080812466298603
