cell_id,x,y,z,cell_type,volume,activation_level,miR_455_3p_level,miR_148a_5p_level,alpha_SMA_production,collagen_I_production,exosome_uptake_rate,last_exosome_uptake,miR_455_3p_effect,miR_148a_5p_effect,synergy_factor,cell_cycle_phase,stress_level,metabolic_activity,receptor_density,endosome_count,lysosome_count,mitochondria_activity,ER_stress,autophagy_level,senescence_markers,surface_receptor_count,internalized_receptor_count,vesicle_count,secretory_vesicle_count,actin_polymerization,stress_fiber_density,cell_stiffness,migration_speed,protrusion_activity,TGF_pathway_activity,PDGF_pathway_activity,apoptosis_pathway_activity,proliferation_signal
0,-228.59767417585002,-117.70635325117857,-124.39045254638621,0,4282.91727135905,0.2967757715426623,0.02830619367757671,0.02830619367757671,1.8504221069073956,1.1565138168171223,0.7711779348686894,720,0.22061439799787005,0.22061439799787005,1.0,2.8553748248263684,0.857588547082289,0.3267186935343861,115.72480273261121,4.283061936775767,12,0.21313646592375154,0.30069359237245175,0.2572765641246867,0.0,90.7952375159792,24.929565216632007,14,7,0.37791117667398705,0.2315232520867775,0.8472848781301663,0.10159881970843103,0.15239822956264654,0.22934952026932892,0.33973679730557976,0.3720353592278164,0.5662279955092996
1,17.032193682465753,59.74566416372995,-149.31585025532297,0,4700.384238378958,0.29059602908660265,0.024458389872288388,0.024458389872288388,1.8679080093180995,1.1674425058238123,0.37598499133571434,720,0.19651861073717966,0.19651861073717966,1.0,0.0,0.1338261670316682,0.630158205476799,93.18271882500768,7.244583898722884,13,0.4226240875542184,0.30353505151419113,0.040147850109500456,0.0,82.24272485284645,10.939993972161238,10,5,0.32226193619814764,0.35832732660566613,1.0374909899084992,0.19712684052835047,0.2956902607925257,0.2926588353373657,0.4306515631666767,0.05902328378823054,0.7177526052777945
2,-141.54063842765598,65.53110479764057,-162.0762852669371,0,4724.003045083877,0.29834185735808993,0.02534364106686658,0.02534364106686658,1.9041531253998576,1.190095703374911,0.4269402587231681,720,0.2021932732379029,0.2021932732379029,1.0,0.0,0.44872976277885607,0.45948259523948876,100.01121728745952,4.253436410668666,16,0.3041287813325844,0.3094248828774769,0.1346189288336568,0.0,83.58177722695108,16.42944006050844,12,6,0.36465680916393456,0.25309117481495386,0.8796367622224308,0.14266817082955616,0.21400225624433422,0.2393823742977148,0.3813254053599307,0.19714583952877066,0.6355423422665512
3,160.1445067726624,277.6025547744407,-120.0,0,5207.1677449756935,0.31718446151667856,0.024700188265055437,0.024700188265055437,2.0348611557345193,1.2717882223340746,0.3819207708967658,720,0.19807659161311095,0.19807659161311095,1.0,0.0,0.9394116892145317,0.27478792675115254,130.99729084738988,5.2470018826505544,12,0.09071188343236916,0.3306649378068594,0.28182350676435947,0.0,106.96634361110834,24.03094723628155,11,7,0.39302310914271993,0.04949069339739065,0.574236040096086,0.08376763252710638,0.12565144879065956,0.021157198877663402,0.2062405646018773,0.413883204950927,0.3437342743364622
4,84.28005063041842,-63.955605245249465,-137.32883076735402,0,4674.441668283775,0.2928242325004568,0.025035920764048238,0.025035920764048238,1.873536697045881,1.1709604356536758,0.5289600490861341,720,0.20022982684546162,0.20022982684546162,1.0,0.0,0.25079456224316804,0.5601931773753229,106.60945496397878,5.250359207640482,15,0.5143583153524502,0.3044497132699557,0.0752383686729504,0.0,82.92794011812165,23.68151484585712,8,10,0.3711686061571576,0.3541720351007377,1.0312580526511066,0.17486582978505283,0.26229874467757924,0.41892876171292953,0.4117304660264059,0.11033231559006415,0.6862174433773431
5,131.5988107827084,219.0360302243389,-120.0,0,5267.015458586823,0.26913765638517523,0.03624912157136923,0.03624912157136923,1.5802679872351153,0.9876674920219471,0.5058729955246796,720,0.2660503139639064,0.2660503139639064,1.0,1.2939753543025045,0.555295481298581,0.36954734692262037,97.1167392358393,7.362491215713693,12,0.3509095255624739,0.25679354792570624,0.1665886443895743,0.0,84.5430877979854,12.573651437853913,2,7,0.33192757963290626,0.11448716763115563,0.6717307514467334,0.11798120670681417,0.17697181006022125,0.10812833834923352,0.34151318403871395,0.23332677950662267,0.5691886400645233
6,174.9685642728672,-88.48518928271633,-133.69537291744416,0,4414.702395384879,0.26543721881436005,0.035771916621853875,0.035771916621853875,1.5640183944881294,0.9775114965550808,0.7831343102540361,720,0.2634706610313551,0.2634706610313551,1.0,0.0,0.6102709881521232,0.408227378436052,85.41837244146215,4.357719166218539,13,0.3159142565004999,0.25415298910432105,0.18308129644563695,0.0,75.90004989773522,9.51832254372694,9,9,0.22786431125950057,0.3740200162596653,1.061030024389498,0.13078332938163795,0.19617499407245692,0.3106149035830342,0.3678636609680695,0.25689894387905216,0.6131061016134491
7,335.4295535413811,69.91012053144173,-174.7854670705634,0,4320.2991240351175,0.26857471276480316,0.03963494674582122,0.03963494674582122,1.5387249053272725,0.9617030658295455,0.5257395463833243,720,0.28384689985931016,0.28384689985931016,1.0,0.0,0.917748215946186,0.249644536196374,82.25184790216181,4.396349467458212,12,0.19928665614626703,0.2500427971156818,0.2753244647838558,0.0,53.27810883602725,28.97373906613456,10,6,0.31468162193132226,0.2539842087789164,0.8809763131683747,0.07974335159787652,0.11961502739681477,0.2595209142007828,0.2860677406832963,0.3807241121887717,0.4767795678054939
8,268.6438662170153,152.88453473136423,-144.08947180059616,0,3703.7223994534515,0.2706029319669632,0.03766833461468958,0.03766833461468958,1.5724919327270728,0.9828074579544204,0.5698878214686409,720,0.27361654893347037,0.27361654893347037,1.0,0.0,0.6119468333724069,0.31292605697563963,103.1499900325483,2.376683346146896,14,0.3028223128283386,0.2555299390681493,0.18358405001172204,0.0,77.98084278210303,25.16914725044528,12,11,0.3008595274186407,0.21718654546553268,0.825779818198299,0.09976681023831514,0.14965021535747272,0.11824290343470785,0.30957505030921323,0.2557417824827664,0.5159584171820221
9,157.84053852771163,131.65186023776232,-153.48445554062582,0,4918.9069094865,0.30240045512972086,0.025619130526234844,0.025619130526234844,1.9258242203264813,1.2036401377040506,0.5207649043497394,720,0.20394290598026732,0.20394290598026732,1.0,0.0,0.45731970148924816,0.41403315341720986,89.7882508984328,10.256191305262348,15,0.3037954749051161,0.3129464358030532,0.13719591044677446,0.0,77.72546241679348,12.062788481639323,13,7,0.2972190422437587,0.3484542177954429,1.0226813266931645,0.1280521171572366,0.1920781757358549,0.19035755477398733,0.23914980895836857,0.20067971807950039,0.3985830149306143
