x,y,z,TGF_beta1,exosomes,alpha_SMA,collagen_I,PDGF,VEGF,IL1_beta,TNF_alpha,oxygen,glucose,lactate,ATP
-400,0,-200,0.9674679071705983,0.0,0.072,0.043199999999999995,1.3926527491748202,1.8,0.5,0.4,0.2,0.4,0.7,0.264
-400,0,-180,0.7766521239325437,0.0,0.072,0.043199999999999995,1.3780931330601787,1.76,0.5,0.4,0.2,0.41000000000000003,0.69,0.26560000000000006
-400,0,-160,0.8530832507993776,0.0,0.072,0.043199999999999995,1.3468539013053464,1.7200000000000002,0.5,0.4,0.2,0.42000000000000004,0.68,0.26720000000000005
-400,0,-140,0.9217839883935756,0.0,0.072,0.043199999999999995,1.1739549853062845,1.6800000000000002,0.5,0.4,0.2,0.43000000000000005,0.67,0.26880000000000004
-400,0,-120,0.8702831793986506,0.0,0.072,0.043199999999999995,1.3456805134083774,1.6400000000000001,0.5,0.4,0.2,0.44000000000000006,0.66,0.27040000000000003
-400,0,-100,0.9150967281762573,0.0,0.072,0.043199999999999995,1.3243597663129585,1.6,0.5,0.4,0.2,0.45,0.65,0.272
-400,0,-80,0.8951503753391702,0.0,0.072,0.043199999999999995,1.1705952932964558,1.56,0.5,0.4,0.2,0.46,0.64,0.2736
-400,0,-60,0.9138926406135597,0.0,0.072,0.043199999999999995,1.1814303001238966,1.52,0.5,0.4,0.2,0.47000000000000003,0.63,0.2752
-400,0,-40,0.8401348899805389,0.0,0.072,0.043199999999999995,1.1844236011714815,1.48,0.5,0.4,0.2,0.48000000000000004,0.62,0.27680000000000005
-400,0,-20,0.910791879520291,0.0,0.072,0.043199999999999995,1.3995709216803562,1.44,0.5,0.4,0.2,0.49000000000000005,0.61,0.27840000000000004
-400,0,0,0.9404479818564726,0.0,0.072,0.043199999999999995,1.184623999732624,1.4,0.5,0.4,0.2,0.5,0.6,0.28
-400,0,20,0.7520227992234048,0.0,0.072,0.043199999999999995,1.355865614769857,1.3599999999999999,0.5,0.4,0.2,0.51,0.59,0.2816
-400,0,40,0.9894504514502871,0.0,0.072,0.043199999999999995,1.168522572189285,1.32,0.5,0.4,0.2,0.52,0.5800000000000001,0.2832
-400,0,60,0.9415376948354238,0.0,0.072,0.043199999999999995,1.1411462876147667,1.28,0.5,0.4,0.2,0.53,0.57,0.28480000000000005
-400,0,80,0.9288023780098129,0.0,0.072,0.043199999999999995,1.2017491026964826,1.24,0.5,0.4,0.2,0.54,0.56,0.28640000000000004
-400,0,100,0.8123263245210699,0.0,0.072,0.043199999999999995,1.2465718597782949,1.2,0.5,0.4,0.2,0.55,0.55,0.28800000000000003
-400,0,120,0.8127996023198774,0.0,0.072,0.043199999999999995,1.2320599611585368,1.16,0.5,0.4,0.52,0.56,0.37999999999999995,0.43296
-400,0,140,0.9804681797534299,0.0,0.072,0.043199999999999995,1.1452624654747543,1.12,0.5,0.4,0.8400000000000001,0.5700000000000001,0.20999999999999996,0.5830400000000001
-400,0,160,0.9021751662077614,0.0,0.072,0.043199999999999995,1.1755458304663207,1.08,0.5,0.4,0.8400000000000001,0.5800000000000001,0.19999999999999996,0.5897600000000001
-400,0,180,0.833303028143381,0.0,0.072,0.043199999999999995,1.2597526217182833,1.04,0.5,0.4,0.52,0.5900000000000001,0.35,0.44544000000000006
-380,-120,-200,0.8777215233606301,0.0,0.072,0.043199999999999995,1.3665080973092059,1.8,0.5,0.4,0.2022542346448618,0.40150282309657453,0.6988728826775692,0.2649645169545192
-380,-120,-180,1.040244645443676,0.0,0.072,0.043199999999999995,1.2419584122372238,1.76,0.5,0.4,0.2022542346448618,0.41150282309657454,0.6888728826775692,0.26658255083167814
-380,-120,-160,0.9784120571417623,0.0,0.072,0.043199999999999995,1.356128886912754,1.7200000000000002,0.5,0.4,0.2022542346448618,0.42150282309657455,0.6788728826775692,0.268200584708837
-380,-120,-140,0.917083034803938,0.0,0.072,0.043199999999999995,1.2759160138439452,1.6800000000000002,0.5,0.4,0.2022542346448618,0.4315028230965745,0.6688728826775692,0.26981861858599593
-380,-120,-120,0.8850534214211048,0.0,0.072,0.043199999999999995,1.2579155055583084,1.6400000000000001,0.5,0.4,0.2022542346448618,0.4415028230965745,0.6588728826775692,0.2714366524631548
-380,-120,-100,0.79351281808632,0.0,0.072,0.043199999999999995,1.1436931786751463,1.6,0.5,0.4,0.2022542346448618,0.4515028230965745,0.6488728826775692,0.2730546863403137
-380,-120,-80,0.955014041381555,0.0,0.072,0.043199999999999995,1.198757307447115,1.56,0.5,0.4,0.2022542346448618,0.46150282309657453,0.6388728826775691,0.2746727202174726
-380,-120,-60,0.7652374324949132,0.0,0.072,0.043199999999999995,1.2181361713300949,1.52,0.5,0.4,0.2022542346448618,0.47150282309657454,0.6288728826775691,0.2762907540946315
-380,-120,-40,1.0330821630758802,0.0,0.072,0.043199999999999995,1.310605908606182,1.48,0.5,0.4,0.2022542346448618,0.48150282309657455,0.6188728826775691,0.2779087879717904
-380,-120,-20,0.7741657845494948,0.0,0.072,0.043199999999999995,1.2491661798051814,1.44,0.5,0.4,0.2022542346448618,0.49150282309657456,0.6088728826775691,0.2795268218489493
-380,-120,0,0.8380466754618184,0.0,0.072,0.043199999999999995,1.2344023821182974,1.4,0.5,0.4,0.2022542346448618,0.5015028230965746,0.5988728826775691,0.2811448557261082
-380,-120,20,0.8616445736340858,0.0,0.072,0.043199999999999995,1.2809577863498949,1.3599999999999999,0.5,0.4,0.2022542346448618,0.5115028230965746,0.5888728826775691,0.28276288960326706
-380,-120,40,0.8885435494434939,0.0,0.072,0.043199999999999995,1.1736082017526275,1.32,0.5,0.4,0.2022542346448618,0.5215028230965746,0.5788728826775691,0.284380923480426
-380,-120,60,1.0378700129064877,0.0,0.072,0.043199999999999995,1.2429445046964915,1.28,0.5,0.4,0.2022542346448618,0.5315028230965746,0.5688728826775691,0.28599895735758485
-380,-120,80,0.9964485267137587,0.0,0.072,0.043199999999999995,1.3968782157523703,1.24,0.5,0.4,0.2022542346448618,0.5415028230965745,0.5588728826775692,0.28761699123474377
-380,-120,100,0.9361041766119749,0.0,0.072,0.043199999999999995,1.312297958130883,1.2,0.5,0.4,0.2022542346448618,0.5515028230965746,0.5488728826775692,0.2892350251119027
-380,-120,120,0.8372924851640472,0.0,0.072,0.043199999999999995,1.2674056383399157,1.16,0.5,0.4,0.5222542346448618,0.5615028230965746,0.3788728826775691,0.43459778170178465
-380,-120,140,0.8330421399072488,0.0,0.072,0.043199999999999995,1.207785999735856,1.12,0.5,0.4,0.8422542346448618,0.5715028230965745,0.2088728826775691,0.5850805382916666
-380,-120,160,0.873671996083225,0.0,0.072,0.043199999999999995,1.2380016581904738,1.08,0.5,0.4,0.8422542346448618,0.5815028230965745,0.19887288267756908,0.5918185721688255
-380,-120,180,0.9409931303953427,0.0,0.072,0.043199999999999995,1.3986569342658763,1.04,0.5,0.4,0.5222542346448618,0.5915028230965745,0.3488728826775691,0.4471318833332613
-380,-100,-200,0.8350824250564887,0.0,0.072,0.043199999999999995,1.2459138491425374,1.8,0.5,0.4,0.21059351886834501,0.40706234591223,0.6947032405658276,0.268579753459568
-380,-100,-180,0.9603871834499398,0.0,0.072,0.043199999999999995,1.1860541228999602,1.76,0.5,0.4,0.21059351886834501,0.41706234591223,0.6847032405658275,0.2702645016105148
-380,-100,-160,0.8534892923473092,0.0,0.072,0.043199999999999995,1.2771422067221887,1.7200000000000002,0.5,0.4,0.21059351886834501,0.42706234591223,0.6747032405658275,0.2719492497614615
-380,-100,-140,0.9844976781712599,0.0,0.072,0.043199999999999995,1.3939437287672651,1.6800000000000002,0.5,0.4,0.21059351886834501,0.43706234591223003,0.6647032405658275,0.2736339979124083
-380,-100,-120,0.8733033522546017,0.0,0.072,0.043199999999999995,1.1323430579724947,1.6400000000000001,0.5,0.4,0.21059351886834501,0.44706234591223004,0.6547032405658275,0.27531874606335505
-380,-100,-100,0.7721990573559769,0.0,0.072,0.043199999999999995,1.2908800800585793,1.6,0.5,0.4,0.21059351886834501,0.45706234591223,0.6447032405658275,0.2770034942143018
-380,-100,-80,0.9475027574119693,0.0,0.072,0.043199999999999995,1.2452884139563405,1.56,0.5,0.4,0.21059351886834501,0.46706234591223,0.6347032405658275,0.2786882423652486
-380,-100,-60,0.831247654447753,0.0,0.072,0.043199999999999995,1.2760773503793568,1.52,0.5,0.4,0.21059351886834501,0.47706234591223,0.6247032405658275,0.28037299051619535
-380,-100,-40,0.9183944084793226,0.0,0.072,0.043199999999999995,1.2601359844443087,1.48,0.5,0.4,0.21059351886834501,0.48706234591223,0.6147032405658275,0.2820577386671421
-380,-100,-20,0.8476508569690199,0.0,0.072,0.043199999999999995,1.3238904357048227,1.44,0.5,0.4,0.21059351886834501,0.49706234591223003,0.6047032405658275,0.2837424868180889
-380,-100,0,0.9073170410480135,0.0,0.072,0.043199999999999995,1.336678292049944,1.4,0.5,0.4,0.21059351886834501,0.50706234591223,0.5947032405658275,0.2854272349690356
-380,-100,20,0.8375790287913174,0.0,0.072,0.043199999999999995,1.390106706959613,1.3599999999999999,0.5,0.4,0.21059351886834501,0.51706234591223,0.5847032405658275,0.2871119831199824
-380,-100,40,0.8914757924446803,0.0,0.072,0.043199999999999995,1.20574921406913,1.32,0.5,0.4,0.21059351886834501,0.52706234591223,0.5747032405658274,0.28879673127092914
-380,-100,60,0.7293081206883795,0.0,0.072,0.043199999999999995,1.3799120458760301,1.28,0.5,0.4,0.21059351886834501,0.53706234591223,0.5647032405658274,0.2904814794218759
-380,-100,80,0.7371619014810847,0.0,0.072,0.043199999999999995,1.2737093953921186,1.24,0.5,0.4,0.21059351886834501,0.54706234591223,0.5547032405658275,0.2921662275728226
-380,-100,100,0.9315725025520069,0.0,0.072,0.043199999999999995,1.2301143370834609,1.2,0.5,0.4,0.21059351886834501,0.55706234591223,0.5447032405658275,0.2938509757237694
-380,-100,120,0.942453069644938,0.0,0.072,0.043199999999999995,1.275599203638132,1.16,0.5,0.4,0.530593518868345,0.56706234591223,0.37470324056582743,0.4407036844282471
-380,-100,140,1.0293397482859092,0.0,0.072,0.043199999999999995,1.3222130909712262,1.12,0.5,0.4,0.8505935188683451,0.57706234591223,0.20470324056582745,0.5926763931327248
-380,-100,160,0.561349242110918,0.0,0.072,0.043199999999999995,1.217258953770351,1.08,0.5,0.4,0.8505935188683451,0.58706234591223,0.19470324056582744,0.5994811412836716
-380,-100,180,0.9610936533418111,0.0,0.072,0.043199999999999995,1.228494633195565,1.04,0.5,0.4,0.530593518868345,0.59706234591223,0.34470324056582746,0.4534379288810873
-380,-80,-200,0.8009656299293636,0.0,0.072,0.043199999999999995,1.4022446859959206,1.8,0.5,0.4,0.217505364831572,0.411670243221048,0.691247317584214,0.2716323891536768
